TotalCharges,Contract_Month-to-month,InternetService_Fiber optic,PaymentMethod_Electronic check,TechSupport_No,OnlineSecurity_No,SeniorCitizen,PaperlessBilling_Yes,StreamingTV_Yes,StreamingMovies_Yes,tenure,Contract_Two year,InternetService_DSL,MultipleLines_No,PaperlessBilling_No,PaymentMethod_Credit card (automatic),TechSupport_Yes,OnlineSecurity_Yes,PhoneService_Yes,Dependents_Yes,Churn
1465.75,1,1,1,1,1,0,1,0,1,19,0,0,0,0,0,0,0,1,1,1
90.1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
5555.3,0,0,0,0,0,0,1,1,1,69,1,1,1,0,1,1,1,1,0,0
1278.8,0,0,0,0,0,0,0,0,0,61,1,0,1,1,1,0,0,1,0,0
2907.35,1,0,0,0,0,0,0,0,0,43,0,1,0,1,0,1,1,1,0,0
146.3,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,0,1
51.25,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1
4952.95,1,1,0,1,1,0,0,1,1,56,0,0,1,1,0,0,0,1,0,0
4504.9,0,0,0,0,0,0,0,1,1,70,1,1,0,1,0,1,1,0,0,0
45.6,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
4520.15,0,1,1,1,1,0,1,1,0,49,0,0,0,0,0,0,0,1,1,0
267.35,1,0,0,0,1,0,1,0,0,6,0,1,1,0,0,1,0,1,0,1
2316.85,0,0,0,0,0,0,0,0,1,32,1,1,1,1,0,1,1,1,1,0
8075.35,0,1,0,0,0,1,1,1,1,72,1,0,0,0,0,1,1,1,0,0
2302.35,0,0,0,0,0,0,0,0,0,37,1,1,1,1,1,1,1,1,1,0
7251.9,0,1,0,0,0,0,1,1,1,69,0,0,1,0,1,1,1,1,0,0
2078.55,1,0,0,0,1,0,0,1,1,26,0,1,1,1,0,1,0,1,0,0
6225.4,0,1,0,1,1,0,1,1,1,58,0,0,0,0,1,0,0,1,1,0
1242.25,0,0,0,0,1,0,0,0,0,24,0,1,0,1,0,1,0,1,0,0
99.45,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0
288.05,1,0,1,0,0,0,1,0,0,15,0,0,1,0,0,0,0,1,1,1
599.25,0,0,0,0,0,0,0,0,0,30,1,0,1,1,0,0,0,1,1,0
3462.1,0,0,0,0,0,0,1,0,0,55,0,1,0,0,1,1,1,1,0,0
853.0,1,0,0,1,1,0,1,1,0,25,0,1,0,0,0,0,0,0,0,1
934.1,1,1,0,0,1,1,1,1,0,10,0,0,1,0,0,1,0,1,0,1
2375.2,0,0,0,0,0,0,1,0,1,44,1,1,0,0,1,1,1,0,1,0
2813.05,0,0,0,0,0,0,1,0,0,47,0,1,1,0,0,1,1,1,0,0
1222.8,1,1,1,1,1,0,0,1,1,13,0,0,1,1,0,0,0,1,1,1
5293.2,0,1,0,0,1,0,1,1,1,49,1,0,0,0,0,1,0,1,1,1
6314.35,0,1,0,0,0,0,1,1,1,64,0,0,1,0,0,1,1,1,0,0
19.1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1003.05,1,0,0,0,1,0,0,0,0,20,0,1,1,1,0,1,0,1,0,0
1593.1,0,0,1,0,0,0,0,1,0,37,1,1,0,1,0,1,1,0,0,0
2509.95,1,1,1,1,1,0,0,1,0,30,0,0,0,1,0,0,0,1,1,0
3187.65,0,0,0,1,0,0,0,1,1,38,0,1,0,1,0,0,1,1,0,0
74.45,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
2345.2,1,0,1,1,1,0,1,1,1,37,0,1,1,0,0,0,0,1,0,1
3330.1,0,0,0,0,0,0,0,1,1,52,1,1,0,1,1,1,1,0,0,0
5522.7,0,0,0,0,0,0,1,1,0,71,1,1,1,0,1,1,1,1,1,0
2335.3,1,1,1,1,1,0,0,1,0,26,0,0,1,1,0,0,0,1,0,1
4798.4,0,0,0,1,0,0,1,0,1,66,1,1,0,0,1,0,1,1,0,0
8594.4,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,0,0
970.55,0,0,0,1,0,0,1,1,0,25,0,1,0,0,1,0,1,0,1,0
7665.8,0,1,0,0,0,0,1,1,1,69,1,0,0,0,0,1,1,1,1,0
3686.05,0,0,0,1,0,0,0,0,1,53,1,1,0,1,0,0,1,1,1,0
1115.15,0,1,0,1,1,0,0,1,1,12,0,0,1,1,0,0,0,1,0,1
2537.0,1,1,1,0,1,0,1,1,1,26,0,0,1,0,0,1,0,1,0,0
1393.6,1,0,0,1,1,0,0,0,1,21,0,1,1,1,0,0,0,1,0,0
89.35,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
4445.3,1,1,1,0,0,0,1,0,1,48,0,0,0,0,0,1,1,1,0,0
978.6,0,0,0,1,0,0,0,0,0,26,0,1,0,1,1,0,1,0,0,0
1258.15,0,0,0,0,0,0,0,0,0,60,1,0,1,1,0,0,0,1,0,0
331.35,1,0,0,0,0,0,0,0,0,18,0,0,1,1,0,0,0,1,0,0
291.4,1,0,1,0,1,1,1,0,0,10,0,1,0,0,0,1,0,0,0,1
453.75,1,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0,1,1,1,1
84.75,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0
1715.1,0,0,0,0,0,0,0,0,0,65,1,0,0,1,1,0,0,1,1,0
1715.15,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,1,1,0
1597.25,1,1,0,1,1,0,1,0,1,18,0,0,0,0,1,0,0,1,0,1
1250.1,0,0,0,0,0,0,0,0,0,62,1,0,1,1,0,0,0,1,1,0
3996.8,0,0,1,1,0,0,1,1,0,66,1,1,1,0,0,0,1,1,1,0
5215.1,0,0,0,0,0,0,1,1,1,65,1,1,0,0,0,1,1,1,1,0
235.5,1,1,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1
673.2,1,0,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0,1,0,0
1442.2,1,1,0,1,1,0,1,1,0,16,0,0,0,0,0,0,0,1,1,0
5639.05,0,1,0,1,0,0,1,1,1,54,0,0,0,0,0,0,1,1,0,1
5222.35,1,1,1,0,1,1,1,1,1,50,0,0,0,0,0,1,0,1,0,0
7291.75,0,1,1,0,1,0,1,1,1,71,1,0,1,0,0,1,0,1,0,0
799.65,1,1,1,1,1,0,1,0,0,10,0,0,0,0,0,0,0,1,0,1
50.8,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
424.5,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,1,0,0
249.4,1,0,1,0,1,0,1,1,0,4,0,1,1,0,0,1,0,1,0,0
4415.75,0,0,0,0,0,0,0,1,0,58,1,1,0,1,0,1,1,1,1,0
5270.6,0,1,1,1,0,0,1,1,1,56,0,0,0,0,0,0,1,1,0,0
144.55,1,1,1,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1
2447.95,1,1,1,1,1,0,1,0,0,32,0,0,0,0,0,0,0,1,0,1
2884.9,0,0,0,0,0,0,1,1,0,56,0,1,0,0,0,1,1,0,1,0
3050.15,1,1,1,1,1,0,1,0,1,36,0,0,0,0,0,0,0,1,0,1
253.0,1,0,0,0,1,0,1,1,0,4,0,1,0,0,0,1,0,1,0,0
4517.25,1,1,0,1,1,0,0,1,0,53,0,0,0,1,0,0,0,1,0,1
436.2,1,0,0,1,1,0,1,0,0,10,0,1,1,0,1,0,0,1,0,0
118.4,1,0,1,0,1,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0
19.9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
3649.6,1,1,0,1,1,0,0,0,0,51,0,0,1,1,0,0,0,1,0,0
1200.15,1,1,1,1,1,1,1,1,1,12,0,0,0,0,0,0,0,1,0,1
255.6,0,0,0,0,1,0,1,1,1,6,0,1,0,0,0,1,0,0,0,0
2395.05,0,0,0,0,1,0,0,0,0,63,1,1,0,1,0,1,0,0,1,0
70.6,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5083.55,1,1,0,0,1,0,1,1,1,48,0,0,0,0,1,1,0,1,0,0
389.6,1,1,0,1,1,0,1,1,0,5,0,0,1,0,1,0,0,1,0,1
644.5,0,0,0,0,0,0,1,0,0,35,0,0,1,0,1,0,0,1,1,0
523.5,1,1,1,1,1,0,1,1,0,6,0,0,1,0,0,0,0,1,0,1
39.3,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
989.05,0,0,0,0,0,0,0,0,0,50,0,0,1,1,0,0,0,1,0,0
2406.1,1,1,0,1,1,0,1,0,0,33,0,0,1,0,0,0,0,1,0,0
638.55,0,0,0,0,0,0,0,0,0,31,1,0,1,1,0,0,0,1,0,0
191.1,0,0,0,0,0,0,0,0,0,9,1,0,1,1,0,0,0,1,1,0
4524.05,1,0,1,0,1,0,1,1,1,54,0,1,0,0,0,1,0,1,1,0
4664.2,0,1,0,1,0,0,1,1,0,46,0,0,1,0,1,0,1,1,0,0
3470.8,0,1,1,1,0,0,1,1,1,34,0,0,0,0,0,0,1,1,1,0
6910.3,0,1,1,1,0,0,1,1,1,71,1,0,0,0,0,0,1,1,1,0
4014.2,0,0,0,0,0,0,0,0,0,63,1,1,1,1,0,1,1,1,1,0
1288.0,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,1,0,0
2277.65,1,1,1,1,1,1,1,1,0,26,0,0,0,0,0,0,0,1,0,1
6375.8,0,1,0,1,0,0,1,1,1,64,1,0,1,0,0,0,1,1,0,0
24.8,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
5251.75,0,1,0,0,1,1,1,0,0,61,0,0,0,0,0,1,0,1,0,0
1505.45,1,1,0,1,1,0,1,1,1,15,0,0,1,0,1,0,0,1,0,0
6903.1,0,1,0,0,1,0,1,1,1,64,0,0,0,0,1,1,0,1,0,1
913.3,1,0,1,1,1,0,1,0,0,18,0,1,0,0,0,0,0,1,0,0
5535.8,0,1,1,1,1,0,1,1,1,57,0,0,1,0,0,0,0,1,1,0
815.55,0,0,0,1,0,0,1,0,1,14,1,1,1,0,0,0,1,1,1,0
1411.65,1,1,0,1,1,1,1,0,0,18,0,0,0,0,1,0,0,1,0,0
5602.25,0,1,0,1,0,1,0,0,0,72,1,0,0,1,0,0,1,1,0,0
8244.3,0,1,0,0,0,0,0,1,1,70,1,0,0,1,1,1,1,1,0,0
741.5,0,0,0,0,0,0,0,0,0,38,1,0,1,1,0,0,0,1,0,0
4375.8,0,0,0,0,0,0,0,0,0,68,1,1,1,1,1,1,1,1,1,0
1008.7,1,1,1,1,1,0,1,0,1,13,0,0,1,0,0,0,0,1,0,1
5968.4,0,1,0,1,0,1,1,1,0,65,1,0,0,0,1,0,1,1,0,0
3096.9,1,1,1,1,1,0,0,1,1,30,0,0,0,1,0,0,0,1,0,0
3901.25,0,0,0,0,1,0,1,1,1,51,1,1,0,0,0,1,0,1,0,0
2613.4,1,1,0,1,0,0,1,0,0,31,0,0,0,0,1,0,1,1,0,0
853.1,1,1,1,1,1,0,0,1,1,9,0,0,1,1,0,0,0,1,0,1
5661.7,0,0,0,0,0,0,1,0,1,72,1,1,0,0,0,1,1,1,1,0
794.25,1,0,0,1,1,0,1,1,1,10,0,1,0,0,1,0,0,1,0,1
695.05,0,0,1,0,0,0,1,0,0,37,0,0,1,0,0,0,0,1,0,0
160.8,1,0,1,0,1,0,0,1,1,2,0,1,1,1,0,1,0,1,0,1
5552.05,0,1,0,1,0,0,1,1,1,55,0,0,1,0,0,0,1,1,0,0
3275.15,1,1,0,1,0,0,1,0,1,33,0,0,0,0,0,0,1,1,1,0
4236.6,0,1,0,0,1,0,0,0,1,46,0,0,1,1,0,1,0,1,1,0
54.5,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
1174.35,1,0,0,1,1,1,1,0,1,20,0,1,0,0,0,0,0,1,0,1
741.7,1,1,1,1,1,0,1,0,0,9,0,0,1,0,0,0,0,1,0,1
3019.25,1,1,0,1,1,1,1,1,1,32,0,0,0,0,1,0,0,1,0,1
962.9,1,0,0,1,1,0,1,0,0,19,0,1,1,0,0,0,0,1,1,0
4759.75,0,0,0,0,0,0,0,0,0,70,1,1,0,1,1,1,1,1,0,1
1498.35,0,0,0,0,0,0,1,0,0,61,1,0,0,0,1,0,0,1,1,0
1233.15,1,0,1,1,1,0,0,0,0,26,0,1,1,1,0,0,0,1,0,0
4882.8,1,1,0,1,1,0,1,1,1,45,0,0,0,0,0,0,0,1,0,0
5411.65,0,1,0,1,1,0,1,1,0,62,1,0,0,0,1,0,0,1,1,0
19.65,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
148.05,1,0,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0
3930.55,0,1,0,1,0,0,1,0,1,41,0,0,0,0,0,0,1,1,1,0
6895.5,0,1,0,0,1,0,0,1,1,67,1,0,1,1,0,1,0,1,1,0
84.65,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
6856.95,0,1,0,1,0,0,0,1,0,71,0,0,0,1,0,0,1,1,0,0
2658.8,0,0,0,1,0,0,0,1,1,37,0,1,1,1,0,0,1,1,1,0
3766.2,0,0,0,0,0,0,1,0,0,60,1,1,1,0,0,1,1,1,0,0
69.55,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
129.55,1,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,1,0,0
347.25,1,0,1,1,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,1
581.7,1,0,0,1,0,0,0,0,0,11,0,1,1,1,0,0,1,1,1,0
354.05,1,0,0,1,0,0,1,0,0,7,0,1,1,0,0,0,1,1,0,1
929.45,1,1,1,1,1,0,1,1,1,10,0,0,1,0,0,0,0,1,1,0
679.0,0,0,0,0,0,0,0,0,0,34,1,0,1,1,1,0,0,1,0,0
3846.75,0,0,0,0,0,0,1,0,1,62,1,1,1,0,0,1,1,1,0,0
4480.7,0,0,0,0,1,0,1,0,1,64,0,1,0,0,0,1,0,1,0,0
44.35,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
499.4,0,0,0,0,0,0,1,0,0,25,1,0,1,0,0,0,0,1,0,0
1553.2,0,0,0,1,1,0,1,0,0,26,0,1,1,0,0,0,0,1,0,0
219.5,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,1,1,0
5311.85,0,1,0,1,0,0,0,1,0,53,0,0,0,1,0,0,1,1,0,0
586.05,1,1,1,1,1,0,1,1,0,7,0,0,1,0,0,0,0,1,0,1
2576.8,1,1,0,1,1,0,1,0,0,33,0,0,1,0,1,0,0,1,0,0
6435.25,0,1,0,1,1,1,0,0,1,71,1,0,1,1,1,0,0,1,0,0
1993.25,1,1,1,1,1,0,1,0,0,29,0,0,0,0,0,0,0,1,0,0
1923.85,1,0,0,0,0,0,0,1,1,24,0,1,0,1,0,1,1,1,1,0
939.8,1,0,1,1,1,0,1,0,0,20,0,1,1,0,0,0,0,1,1,0
84.6,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
3092.65,1,0,0,1,1,0,1,0,0,54,0,1,0,0,1,0,0,1,1,1
415.55,1,1,0,1,1,1,1,1,0,5,0,0,1,0,0,0,0,1,0,1
5986.55,0,0,0,0,0,0,1,1,1,72,1,1,0,0,0,1,1,1,1,0
5487.0,0,1,1,0,0,0,1,1,1,52,1,0,1,0,0,1,1,1,0,0
651.5,1,1,1,1,1,0,0,0,0,9,0,0,1,1,0,0,0,1,0,0
45.4,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
73.65,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
2405.05,0,0,0,0,1,0,1,1,1,33,0,1,1,0,0,1,0,1,1,1
4458.15,1,1,1,1,1,0,1,0,0,55,0,0,0,0,0,0,0,1,0,1
6856.45,0,1,1,0,1,0,1,1,1,69,1,0,0,0,0,1,0,1,1,0
50.75,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
4735.2,0,0,0,0,0,0,0,1,1,54,1,1,0,1,0,1,1,1,0,0
682.15,0,0,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,1,1,0
4525.8,0,1,0,0,1,1,1,1,0,45,0,0,0,0,0,1,0,1,0,0
321.05,1,0,1,1,1,0,0,0,0,11,0,1,0,1,0,0,0,0,1,0
335.65,1,0,0,1,0,0,1,0,0,6,0,1,1,0,0,0,1,1,0,0
1424.4,1,0,0,1,0,0,0,1,0,21,0,1,1,1,0,0,1,1,0,0
1748.55,0,0,0,0,0,0,1,0,0,65,1,0,0,0,0,0,0,1,1,0
474.9,1,1,1,1,1,1,1,0,1,6,0,0,0,0,0,0,0,1,0,1
668.4,1,1,1,1,0,0,0,1,0,8,0,0,1,1,0,0,1,1,0,1
926.25,1,1,1,0,1,0,1,0,0,11,0,0,1,0,0,1,0,1,0,1
1077.95,0,0,0,0,0,0,0,0,0,43,1,0,0,1,0,0,0,1,1,0
2541.25,0,0,0,1,1,0,1,1,1,49,0,1,0,0,0,0,0,0,1,1
46.0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1
1156.1,1,1,1,1,1,1,1,0,1,15,0,0,1,0,0,0,0,1,0,1
3694.45,0,0,0,1,0,0,0,0,0,60,1,1,1,1,0,0,1,1,1,0
382.8,1,0,0,1,1,0,0,0,0,17,0,1,0,1,1,0,0,0,0,0
1167.8,1,1,0,1,1,1,1,0,0,16,0,0,1,0,0,0,0,1,0,1
746.75,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,1,1,0
3912.9,0,1,0,1,1,1,0,0,1,44,0,0,0,1,0,0,0,1,0,1
368.85,0,0,0,0,1,0,0,0,0,12,0,1,0,1,1,1,0,0,1,0
20.2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1654.7,0,0,1,0,0,0,1,0,0,28,0,1,1,0,0,1,1,1,0,0
1940.85,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,1,0,0
221.7,1,0,0,1,1,0,0,0,0,5,0,1,1,1,0,0,0,1,1,1
1794.65,1,1,0,1,1,0,0,1,1,18,0,0,1,1,1,0,0,1,0,0
5289.8,0,0,0,0,0,0,1,1,1,70,1,1,0,0,1,1,1,1,0,0
501.2,1,0,0,1,1,0,1,0,0,9,0,1,0,0,0,0,0,1,1,0
6140.85,0,1,0,0,0,1,1,1,0,67,1,0,1,0,0,1,1,1,0,0
48.45,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
309.25,0,0,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,1,1,0
201.1,1,0,0,1,1,0,0,0,0,4,0,1,0,1,1,0,0,1,0,1
6179.35,0,1,0,1,0,1,1,0,0,71,0,0,1,0,0,0,1,1,1,0
2838.7,1,1,1,1,0,0,1,1,0,30,0,0,0,0,0,0,1,1,1,1
55.7,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
4589.85,0,1,0,1,0,0,1,0,0,55,0,0,0,0,1,0,1,1,0,0
3735.45,1,0,1,0,1,0,1,1,0,59,0,1,1,0,0,1,0,1,0,0
70.15,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
477.55,1,1,0,1,1,0,1,0,0,7,0,0,1,0,0,0,0,1,0,0
2553.7,0,0,0,0,0,0,0,0,0,45,1,1,1,1,0,1,1,1,1,0
1342.15,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,1,1,0
1216.35,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,1,1,0
7578.05,0,1,0,1,1,1,0,1,1,72,0,0,0,1,1,0,0,1,0,0
2603.95,0,0,0,0,0,0,1,0,0,44,0,1,1,0,0,1,1,1,0,0
42.7,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
6056.9,0,1,0,1,1,0,1,1,0,66,0,0,0,0,0,0,0,1,0,0
2983.65,0,0,0,1,0,0,0,1,0,68,0,1,0,1,0,0,1,0,1,0
689.35,0,0,0,0,0,0,0,0,0,31,1,0,1,1,1,0,0,1,0,0
2025.1,1,1,0,1,1,1,1,1,1,21,0,0,0,0,0,0,0,1,0,0
1747.2,1,1,1,1,0,0,0,0,0,21,0,0,0,1,0,0,1,1,1,0
4657.95,0,0,0,0,0,0,1,1,1,55,1,1,0,0,0,1,1,1,1,0
296.1,1,0,0,1,1,0,1,1,0,9,0,1,0,0,1,0,0,0,0,1
8016.6,0,1,0,0,0,1,1,1,1,71,1,0,0,0,0,1,1,1,0,0
81.1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
433.5,0,0,0,0,0,0,0,0,0,22,0,0,1,1,0,0,0,1,1,0
20.55,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
6428.4,0,1,1,0,1,0,1,1,1,61,1,0,0,0,0,1,0,1,0,1
5883.85,0,0,0,0,1,0,0,1,1,67,1,1,0,1,0,1,0,1,0,0
1043.8,1,1,1,1,0,1,0,0,0,14,0,0,1,1,0,0,1,1,0,0
6252.9,1,1,1,0,0,0,1,1,0,59,0,0,0,0,0,1,1,1,0,1
1857.25,1,1,0,1,1,1,0,1,0,21,0,0,1,1,0,0,0,1,0,0
146.4,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0,0
240.45,1,1,1,1,1,0,1,1,1,3,0,0,1,0,0,0,0,1,0,1
1724.15,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,1,0,0
315.3,1,1,1,0,1,0,1,1,1,3,0,0,1,0,0,1,0,1,0,1
429.55,0,0,0,0,0,1,0,0,0,21,0,0,1,1,0,0,0,1,0,0
356.15,1,0,0,0,0,0,1,0,0,20,0,0,1,0,1,0,0,1,0,0
488.25,0,0,0,0,0,0,0,0,0,22,0,0,1,1,0,0,0,1,1,0
55.7,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1
1298.7,0,0,0,0,0,0,1,0,0,63,1,0,1,0,0,0,0,1,0,0
1378.75,0,0,0,0,0,0,0,0,0,70,1,0,1,1,0,0,0,1,1,0
973.45,1,1,1,1,1,0,1,0,0,13,0,0,1,0,0,0,0,1,0,1
384.25,1,1,1,1,1,0,0,1,0,5,0,0,1,1,0,0,0,1,0,0
8543.25,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,1,0
389.95,1,0,1,1,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0
5731.85,1,1,0,0,1,0,0,0,1,61,0,0,1,1,1,1,0,1,0,0
20.65,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
4275.75,1,1,0,0,1,1,1,0,0,56,0,0,0,0,0,1,0,1,0,0
84.5,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0
1924.1,0,0,0,1,0,0,0,0,0,35,1,1,0,1,0,0,1,1,0,0
669.85,1,0,1,1,1,0,1,1,0,18,0,1,0,0,0,0,0,0,0,1
5784.3,0,0,0,1,1,0,0,1,1,72,1,1,0,1,0,0,0,1,0,0
5166.2,0,1,0,0,0,1,0,0,1,49,0,0,0,1,0,1,1,1,0,0
4060.55,1,1,0,0,0,0,1,0,0,44,0,0,0,0,1,1,1,1,0,0
267.4,1,1,0,0,1,1,1,1,0,3,0,0,1,0,0,1,0,1,0,1
3532.85,1,1,1,1,1,0,1,0,1,37,0,0,0,0,0,0,0,1,1,0
4914.8,0,0,1,1,1,0,1,1,1,61,0,1,0,0,0,0,0,1,0,0
5315.8,0,0,0,0,0,0,1,0,1,70,1,1,0,0,1,1,1,1,0,0
69.85,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
775.6,1,0,1,0,0,0,0,0,0,41,0,0,1,1,0,0,0,1,0,0
5445.95,0,0,0,0,0,0,0,0,1,70,0,1,0,1,0,1,1,1,1,0
53.55,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
1007.8,0,0,1,0,0,0,0,0,0,51,0,0,1,1,0,0,0,1,0,0
833.55,0,0,0,0,0,0,0,0,0,42,1,0,1,1,0,0,0,1,1,0
6579.05,0,1,0,0,0,0,0,0,0,70,1,0,0,1,0,1,1,1,1,1
1004.5,0,0,0,0,0,0,0,0,0,48,0,0,1,1,0,0,0,1,0,0
7856.0,0,1,1,0,0,0,1,1,1,68,1,0,0,0,0,1,1,1,1,1
1183.05,0,0,0,0,0,0,0,0,0,48,1,0,0,1,1,0,0,1,0,0
2169.75,1,1,1,1,1,1,0,0,1,26,0,0,1,1,0,0,0,1,0,1
896.9,1,1,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,1,0,1
19.3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
501.35,0,0,0,0,0,0,0,0,0,27,0,0,1,1,0,0,0,1,0,0
4126.35,0,1,0,1,1,1,1,1,0,46,0,0,1,0,0,0,0,1,0,0
49.65,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
2460.15,0,0,0,0,1,0,0,0,0,46,1,1,1,1,1,1,0,1,0,1
477.6,1,0,0,0,0,0,1,0,0,25,0,0,1,0,0,0,0,1,1,0
370.65,1,1,1,1,1,0,1,1,1,4,0,0,1,0,0,0,0,1,0,1
265.75,0,0,0,0,0,0,0,0,0,13,1,0,1,1,0,0,0,1,0,0
2424.45,0,0,0,0,0,0,1,0,1,31,0,1,1,0,1,1,1,1,0,0
1849.95,1,1,1,1,1,0,1,1,0,23,0,0,0,0,0,0,0,1,1,0
61.05,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
1698.55,0,0,0,0,0,0,0,0,0,65,1,0,0,1,0,0,0,1,0,0
1910.6,1,1,0,0,1,1,1,1,0,22,0,0,0,0,0,1,0,1,0,1
998.1,0,0,0,0,0,0,0,0,0,55,0,0,1,1,1,0,0,1,1,0
890.6,1,1,0,0,1,0,1,1,0,9,0,0,1,0,0,1,0,1,0,1
529.5,1,1,0,1,1,0,1,0,0,7,0,0,1,0,0,0,0,1,1,1
1383.6,0,0,0,0,1,0,0,1,0,35,0,1,0,1,0,1,0,0,1,0
493.4,0,0,0,0,0,0,1,1,1,6,1,1,1,0,0,1,1,1,0,0
48.6,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1
1207.0,1,1,1,1,1,0,1,0,0,17,0,0,1,0,0,0,0,1,0,0
563.5,1,0,0,1,1,0,0,1,0,10,0,1,1,1,0,0,0,1,1,0
864.55,0,0,0,0,1,0,0,0,0,15,0,1,1,1,1,1,0,1,1,0
2109.35,1,0,1,1,0,1,1,1,1,40,0,1,0,0,0,0,1,0,0,1
701.05,0,0,0,0,0,0,0,0,0,13,0,1,1,1,0,1,1,1,1,0
2265.25,1,1,0,1,1,0,1,0,0,29,0,0,0,0,0,0,0,1,0,1
220.6,1,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1
5749.8,1,1,0,0,1,1,1,1,1,58,0,0,0,0,0,1,0,1,0,0
2796.45,0,0,0,0,0,0,1,0,0,45,0,1,1,0,1,1,1,1,0,0
5165.7,0,0,0,0,0,0,1,0,0,72,1,1,0,0,0,1,1,1,1,0
5696.6,0,1,0,1,0,0,1,0,0,68,0,0,0,0,0,0,1,1,1,0
